AgeGroup,IncomeBracket,InitialProductInterest,ConversionProbability
Young (<30),40K-80K,Chequing Account,0.771
Mid-Age (30–50),40K-80K,Investment,0.732
Senior (50+),80K-120K,Chequing Account,0.62
Mid-Age (30–50),40K-80K,Credit Card,0.562
Senior (50+),80K-120K,Investment,0.669
Young (<30),80K-120K,Credit Card,0.981
Young (<30),80K-120K,Chequing Account,1.0
Young (<30),40K-80K,Mortgage,0.86
Mid-Age (30–50),40K-80K,Credit Card,0.551
Senior (50+),80K-120K,Credit Card,0.88
Senior (50+),40K-80K,Investment,0.764
Senior (50+),80K-120K,Chequing Account,0.86
Mid-Age (30–50),40K-80K,Credit Card,0.506
Mid-Age (30–50),80K-120K,Chequing Account,0.882
Senior (50+),80K-120K,Credit Card,0.667
Mid-Age (30–50),40K-80K,Mortgage,0.711
Senior (50+),40K-80K,Mortgage,0.692
Senior (50+),40K-80K,Chequing Account,0.636
Senior (50+),40K-80K,Mortgage,0.929
Young (<30),80K-120K,Credit Card,0.666
Young (<30),80K-120K,Credit Card,1.0
Young (<30),80K-120K,Chequing Account,0.527
Mid-Age (30–50),80K-120K,Chequing Account,0.894
Mid-Age (30–50),40K-80K,Chequing Account,0.71
Mid-Age (30–50),40K-80K,Investment,0.685
Mid-Age (30–50),80K-120K,Credit Card,0.605
Mid-Age (30–50),40K-80K,Investment,0.509
Senior (50+),80K-120K,Investment,0.781
Young (<30),40K-80K,Mortgage,0.687
Mid-Age (30–50),80K-120K,Credit Card,0.712
Mid-Age (30–50),120K–200K,Investment,0.777
Mid-Age (30–50),40K-80K,Chequing Account,0.507
Young (<30),80K-120K,Mortgage,1.0
Senior (50+),40K-80K,Investment,0.702
Senior (50+),80K-120K,Investment,1.0
Senior (50+),40K-80K,Mortgage,0.899
Mid-Age (30–50),40K-80K,Chequing Account,0.86
Senior (50+),40K-80K,Mortgage,0.453
Senior (50+),80K-120K,Investment,0.707
Senior (50+),40K-80K,Credit Card,0.9
Senior (50+),120K–200K,Mortgage,0.824
Mid-Age (30–50),40K-80K,Credit Card,0.624
Young (<30),80K-120K,Investment,0.688
Senior (50+),<40K,Chequing Account,0.375
Senior (50+),40K-80K,Chequing Account,1.0
Senior (50+),<40K,Mortgage,0.253
Young (<30),40K-80K,Chequing Account,0.636
Young (<30),80K-120K,Chequing Account,0.678
Senior (50+),80K-120K,Chequing Account,0.827
Senior (50+),80K-120K,Mortgage,1.0
Young (<30),40K-80K,Credit Card,0.825
Senior (50+),80K-120K,Chequing Account,1.0
Mid-Age (30–50),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Investment,0.759
Young (<30),80K-120K,Investment,0.822
Mid-Age (30–50),40K-80K,Mortgage,0.641
Mid-Age (30–50),40K-80K,Mortgage,0.911
Mid-Age (30–50),80K-120K,Chequing Account,0.747
Mid-Age (30–50),80K-120K,Investment,0.886
Mid-Age (30–50),40K-80K,Credit Card,0.82
Mid-Age (30–50),40K-80K,Chequing Account,0.851
Mid-Age (30–50),<40K,Chequing Account,0.601
Senior (50+),40K-80K,Mortgage,0.705
Young (<30),80K-120K,Mortgage,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.589
Senior (50+),80K-120K,Mortgage,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.865
Young (<30),40K-80K,Credit Card,0.609
Young (<30),80K-120K,Investment,0.782
Mid-Age (30–50),80K-120K,Mortgage,0.706
Young (<30),40K-80K,Mortgage,0.596
Senior (50+),40K-80K,Mortgage,0.522
Mid-Age (30–50),80K-120K,Credit Card,0.752
Senior (50+),40K-80K,Credit Card,0.632
Young (<30),80K-120K,Chequing Account,0.89
Senior (50+),40K-80K,Chequing Account,0.407
Senior (50+),40K-80K,Investment,0.872
Mid-Age (30–50),40K-80K,Chequing Account,0.835
Young (<30),40K-80K,Credit Card,0.854
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),40K-80K,Mortgage,0.774
Mid-Age (30–50),80K-120K,Credit Card,0.902
Senior (50+),40K-80K,Investment,0.561
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Credit Card,0.811
Mid-Age (30–50),40K-80K,Chequing Account,0.774
Mid-Age (30–50),80K-120K,Mortgage,1.0
Mid-Age (30–50),40K-80K,Credit Card,0.595
Senior (50+),80K-120K,Chequing Account,0.922
Senior (50+),40K-80K,Chequing Account,0.49
Senior (50+),40K-80K,Mortgage,0.601
Young (<30),40K-80K,Chequing Account,0.371
Senior (50+),40K-80K,Chequing Account,0.614
Mid-Age (30–50),80K-120K,Credit Card,0.732
Mid-Age (30–50),80K-120K,Mortgage,0.762
Young (<30),80K-120K,Chequing Account,1.0
Senior (50+),<40K,Chequing Account,0.408
Senior (50+),40K-80K,Chequing Account,0.455
Senior (50+),40K-80K,Credit Card,0.868
Senior (50+),40K-80K,Credit Card,0.857
Senior (50+),<40K,Mortgage,0.541
Mid-Age (30–50),80K-120K,Chequing Account,0.79
Young (<30),<40K,Chequing Account,0.465
Mid-Age (30–50),80K-120K,Chequing Account,0.815
Senior (50+),80K-120K,Credit Card,0.723
Mid-Age (30–50),40K-80K,Credit Card,0.566
Senior (50+),40K-80K,Credit Card,0.829
Senior (50+),40K-80K,Chequing Account,0.869
Young (<30),80K-120K,Chequing Account,0.756
Senior (50+),80K-120K,Credit Card,0.93
Mid-Age (30–50),80K-120K,Investment,0.852
Young (<30),120K–200K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Chequing Account,0.732
Senior (50+),40K-80K,Investment,0.982
Mid-Age (30–50),40K-80K,Credit Card,0.463
Senior (50+),80K-120K,Credit Card,0.796
Mid-Age (30–50),40K-80K,Chequing Account,0.762
Senior (50+),40K-80K,Mortgage,0.914
Young (<30),40K-80K,Mortgage,0.876
Mid-Age (30–50),40K-80K,Investment,0.317
Senior (50+),<40K,Credit Card,0.318
Mid-Age (30–50),80K-120K,Credit Card,0.969
Young (<30),40K-80K,Chequing Account,0.725
Senior (50+),40K-80K,Chequing Account,1.0
Young (<30),120K–200K,Credit Card,0.912
Mid-Age (30–50),80K-120K,Mortgage,0.929
Young (<30),40K-80K,Investment,0.945
Senior (50+),80K-120K,Credit Card,0.531
Senior (50+),80K-120K,Chequing Account,0.818
Young (<30),80K-120K,Chequing Account,0.681
Senior (50+),40K-80K,Investment,0.48
Senior (50+),40K-80K,Chequing Account,0.704
Mid-Age (30–50),80K-120K,Mortgage,0.952
Senior (50+),40K-80K,Investment,0.605
Mid-Age (30–50),80K-120K,Investment,1.0
Senior (50+),40K-80K,Chequing Account,0.79
Young (<30),80K-120K,Chequing Account,0.816
Mid-Age (30–50),40K-80K,Credit Card,0.77
Senior (50+),80K-120K,Credit Card,0.963
Mid-Age (30–50),80K-120K,Credit Card,0.832
Senior (50+),40K-80K,Credit Card,0.764
Mid-Age (30–50),120K–200K,Investment,0.857
Young (<30),80K-120K,Credit Card,0.853
Young (<30),40K-80K,Credit Card,0.715
Senior (50+),80K-120K,Mortgage,0.829
Senior (50+),80K-120K,Chequing Account,0.804
Young (<30),40K-80K,Credit Card,0.51
Mid-Age (30–50),<40K,Mortgage,0.313
Mid-Age (30–50),40K-80K,Credit Card,0.564
Mid-Age (30–50),<40K,Mortgage,0.583
Mid-Age (30–50),40K-80K,Investment,0.852
Senior (50+),120K–200K,Credit Card,0.902
Young (<30),40K-80K,Mortgage,0.661
Senior (50+),<40K,Credit Card,0.512
Mid-Age (30–50),80K-120K,Investment,0.838
Young (<30),80K-120K,Credit Card,0.601
Senior (50+),80K-120K,Mortgage,0.982
Mid-Age (30–50),<40K,Chequing Account,0.37
Young (<30),40K-80K,Credit Card,0.849
Young (<30),40K-80K,Credit Card,0.591
Mid-Age (30–50),80K-120K,Mortgage,1.0
Senior (50+),80K-120K,Chequing Account,0.8
Young (<30),40K-80K,Mortgage,0.746
Mid-Age (30–50),80K-120K,Mortgage,0.826
Senior (50+),120K–200K,Chequing Account,1.0
Senior (50+),40K-80K,Credit Card,0.805
Senior (50+),80K-120K,Investment,1.0
Senior (50+),<40K,Chequing Account,0.557
Young (<30),40K-80K,Credit Card,0.478
Mid-Age (30–50),80K-120K,Mortgage,1.0
Mid-Age (30–50),<40K,Chequing Account,0.482
Mid-Age (30–50),80K-120K,Credit Card,0.746
Young (<30),40K-80K,Mortgage,0.701
Senior (50+),40K-80K,Chequing Account,0.943
Senior (50+),40K-80K,Chequing Account,0.694
Senior (50+),40K-80K,Credit Card,0.958
Mid-Age (30–50),80K-120K,Chequing Account,0.807
Senior (50+),40K-80K,Mortgage,0.452
Senior (50+),120K–200K,Mortgage,1.0
Young (<30),40K-80K,Credit Card,0.821
Mid-Age (30–50),80K-120K,Chequing Account,0.776
Mid-Age (30–50),80K-120K,Mortgage,0.819
Young (<30),40K-80K,Chequing Account,0.93
Mid-Age (30–50),40K-80K,Investment,0.999
Mid-Age (30–50),40K-80K,Chequing Account,0.725
Mid-Age (30–50),80K-120K,Credit Card,0.807
Young (<30),40K-80K,Chequing Account,0.596
Young (<30),80K-120K,Mortgage,1.0
Mid-Age (30–50),80K-120K,Mortgage,0.732
Senior (50+),80K-120K,Mortgage,0.651
Senior (50+),40K-80K,Mortgage,0.822
Young (<30),40K-80K,Chequing Account,0.776
Senior (50+),40K-80K,Mortgage,0.623
Senior (50+),80K-120K,Chequing Account,0.747
Young (<30),40K-80K,Credit Card,0.843
Senior (50+),40K-80K,Credit Card,0.361
Young (<30),80K-120K,Mortgage,0.915
Young (<30),40K-80K,Credit Card,0.503
Young (<30),40K-80K,Chequing Account,0.649
Mid-Age (30–50),40K-80K,Credit Card,0.92
Senior (50+),80K-120K,Mortgage,0.684
Senior (50+),40K-80K,Credit Card,0.656
Mid-Age (30–50),80K-120K,Mortgage,0.677
Mid-Age (30–50),80K-120K,Chequing Account,0.657
Young (<30),80K-120K,Chequing Account,0.823
Mid-Age (30–50),40K-80K,Chequing Account,0.852
Senior (50+),<40K,Mortgage,0.768
Senior (50+),80K-120K,Credit Card,0.982
Mid-Age (30–50),80K-120K,Mortgage,1.0
Young (<30),80K-120K,Credit Card,1.0
Mid-Age (30–50),80K-120K,Credit Card,0.832
Senior (50+),40K-80K,Credit Card,0.603
Mid-Age (30–50),80K-120K,Credit Card,0.912
Senior (50+),80K-120K,Chequing Account,1.0
Young (<30),40K-80K,Mortgage,0.777
Mid-Age (30–50),40K-80K,Credit Card,0.648
Mid-Age (30–50),40K-80K,Mortgage,0.386
Senior (50+),40K-80K,Chequing Account,0.767
Senior (50+),<40K,Chequing Account,0.649
Young (<30),40K-80K,Credit Card,0.91
Young (<30),40K-80K,Mortgage,0.473
Mid-Age (30–50),40K-80K,Chequing Account,0.588
Senior (50+),80K-120K,Chequing Account,0.771
Mid-Age (30–50),80K-120K,Mortgage,0.973
Young (<30),80K-120K,Mortgage,1.0
Young (<30),<40K,Mortgage,0.28
Senior (50+),80K-120K,Credit Card,0.712
Mid-Age (30–50),80K-120K,Credit Card,0.757
Young (<30),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Mortgage,0.838
Young (<30),120K–200K,Investment,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.787
Mid-Age (30–50),40K-80K,Mortgage,0.576
Senior (50+),40K-80K,Chequing Account,0.508
Mid-Age (30–50),80K-120K,Credit Card,1.0
Mid-Age (30–50),80K-120K,Mortgage,0.599
Senior (50+),80K-120K,Mortgage,0.553
Mid-Age (30–50),80K-120K,Investment,0.742
Senior (50+),40K-80K,Investment,0.693
Senior (50+),80K-120K,Credit Card,0.915
Mid-Age (30–50),80K-120K,Mortgage,0.904
Mid-Age (30–50),40K-80K,Investment,0.716
Senior (50+),80K-120K,Credit Card,1.0
Senior (50+),40K-80K,Mortgage,0.82
Senior (50+),40K-80K,Chequing Account,0.501
Senior (50+),40K-80K,Investment,0.862
Young (<30),80K-120K,Investment,0.703
Mid-Age (30–50),40K-80K,Credit Card,0.637
Mid-Age (30–50),40K-80K,Credit Card,0.831
Senior (50+),80K-120K,Credit Card,1.0
Senior (50+),120K–200K,Mortgage,1.0
Mid-Age (30–50),80K-120K,Mortgage,0.759
Senior (50+),80K-120K,Mortgage,0.973
Young (<30),40K-80K,Chequing Account,0.783
Mid-Age (30–50),<40K,Credit Card,0.297
Senior (50+),80K-120K,Credit Card,1.0
Senior (50+),40K-80K,Credit Card,0.603
Mid-Age (30–50),40K-80K,Chequing Account,0.744
Young (<30),80K-120K,Investment,0.818
Mid-Age (30–50),80K-120K,Credit Card,0.814
Senior (50+),40K-80K,Mortgage,0.904
Mid-Age (30–50),40K-80K,Mortgage,0.83
Young (<30),40K-80K,Chequing Account,0.66
Mid-Age (30–50),80K-120K,Investment,0.822
Mid-Age (30–50),40K-80K,Credit Card,0.963
Mid-Age (30–50),40K-80K,Chequing Account,0.767
Mid-Age (30–50),80K-120K,Investment,0.879
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Young (<30),40K-80K,Mortgage,0.631
Mid-Age (30–50),<40K,Investment,0.442
Senior (50+),40K-80K,Chequing Account,0.661
Senior (50+),80K-120K,Mortgage,0.895
Mid-Age (30–50),40K-80K,Chequing Account,0.768
Mid-Age (30–50),40K-80K,Mortgage,0.664
Mid-Age (30–50),120K–200K,Investment,1.0
Senior (50+),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Credit Card,0.715
Senior (50+),80K-120K,Credit Card,0.702
Mid-Age (30–50),80K-120K,Mortgage,0.654
Senior (50+),80K-120K,Chequing Account,0.878
Young (<30),120K–200K,Credit Card,0.952
Mid-Age (30–50),40K-80K,Chequing Account,0.31
Mid-Age (30–50),40K-80K,Mortgage,0.677
Young (<30),40K-80K,Mortgage,0.696
Mid-Age (30–50),40K-80K,Credit Card,0.728
Senior (50+),40K-80K,Credit Card,0.651
Senior (50+),80K-120K,Mortgage,0.767
Young (<30),120K–200K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Credit Card,0.915
Young (<30),40K-80K,Credit Card,0.953
Mid-Age (30–50),80K-120K,Chequing Account,0.872
Senior (50+),40K-80K,Credit Card,0.868
Mid-Age (30–50),40K-80K,Mortgage,0.516
Mid-Age (30–50),40K-80K,Credit Card,0.705
Senior (50+),40K-80K,Chequing Account,0.57
Senior (50+),40K-80K,Credit Card,0.581
Senior (50+),40K-80K,Chequing Account,0.905
Mid-Age (30–50),40K-80K,Credit Card,0.966
Young (<30),40K-80K,Chequing Account,0.877
Mid-Age (30–50),40K-80K,Credit Card,0.613
Mid-Age (30–50),80K-120K,Credit Card,0.809
Mid-Age (30–50),80K-120K,Mortgage,0.787
Senior (50+),40K-80K,Mortgage,0.471
Young (<30),40K-80K,Investment,1.0
Mid-Age (30–50),80K-120K,Chequing Account,0.715
Young (<30),80K-120K,Chequing Account,0.591
Young (<30),80K-120K,Mortgage,0.685
Senior (50+),<40K,Investment,0.714
Mid-Age (30–50),80K-120K,Credit Card,0.944
Mid-Age (30–50),40K-80K,Credit Card,0.479
Young (<30),40K-80K,Credit Card,0.661
Senior (50+),80K-120K,Chequing Account,0.793
Mid-Age (30–50),40K-80K,Chequing Account,0.812
Young (<30),40K-80K,Chequing Account,0.799
Mid-Age (30–50),40K-80K,Credit Card,0.604
Mid-Age (30–50),80K-120K,Credit Card,0.93
Young (<30),40K-80K,Chequing Account,0.68
Senior (50+),40K-80K,Mortgage,0.523
Mid-Age (30–50),40K-80K,Chequing Account,0.7
Mid-Age (30–50),40K-80K,Mortgage,0.891
Senior (50+),40K-80K,Mortgage,0.7
Mid-Age (30–50),40K-80K,Chequing Account,0.696
Senior (50+),80K-120K,Credit Card,0.982
Young (<30),80K-120K,Mortgage,0.605
Mid-Age (30–50),80K-120K,Credit Card,0.898
Mid-Age (30–50),80K-120K,Investment,0.773
Senior (50+),80K-120K,Investment,0.779
Mid-Age (30–50),<40K,Investment,0.434
Senior (50+),40K-80K,Mortgage,0.711
Senior (50+),40K-80K,Chequing Account,0.641
Mid-Age (30–50),80K-120K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Investment,0.789
Young (<30),80K-120K,Chequing Account,0.66
Mid-Age (30–50),40K-80K,Credit Card,0.891
Senior (50+),40K-80K,Chequing Account,0.634
Young (<30),80K-120K,Investment,0.863
Mid-Age (30–50),<40K,Credit Card,0.621
Young (<30),40K-80K,Chequing Account,0.793
Young (<30),40K-80K,Credit Card,0.743
Mid-Age (30–50),40K-80K,Credit Card,0.747
Mid-Age (30–50),80K-120K,Mortgage,1.0
Senior (50+),40K-80K,Chequing Account,0.953
Senior (50+),40K-80K,Mortgage,0.866
Young (<30),40K-80K,Credit Card,0.545
Mid-Age (30–50),80K-120K,Investment,0.692
Mid-Age (30–50),80K-120K,Credit Card,0.916
Senior (50+),40K-80K,Credit Card,0.533
Mid-Age (30–50),80K-120K,Credit Card,0.84
Senior (50+),80K-120K,Chequing Account,0.687
Senior (50+),40K-80K,Investment,0.64
Mid-Age (30–50),80K-120K,Mortgage,1.0
Mid-Age (30–50),120K–200K,Mortgage,0.949
Senior (50+),80K-120K,Credit Card,0.95
Senior (50+),40K-80K,Investment,0.533
Young (<30),80K-120K,Credit Card,1.0
Senior (50+),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Mortgage,0.312
Mid-Age (30–50),40K-80K,Mortgage,0.66
Young (<30),80K-120K,Mortgage,0.572
Mid-Age (30–50),40K-80K,Investment,0.862
Senior (50+),40K-80K,Chequing Account,0.672
Senior (50+),40K-80K,Credit Card,0.743
Mid-Age (30–50),40K-80K,Credit Card,0.623
Young (<30),40K-80K,Chequing Account,0.575
Senior (50+),40K-80K,Investment,0.571
Young (<30),120K–200K,Credit Card,1.0
Young (<30),40K-80K,Investment,0.978
Young (<30),<40K,Credit Card,0.529
Senior (50+),40K-80K,Credit Card,0.706
Mid-Age (30–50),40K-80K,Credit Card,0.566
Mid-Age (30–50),40K-80K,Credit Card,0.649
Senior (50+),40K-80K,Chequing Account,0.363
Senior (50+),120K–200K,Credit Card,0.895
Mid-Age (30–50),40K-80K,Chequing Account,0.463
Young (<30),40K-80K,Mortgage,0.777
Senior (50+),40K-80K,Chequing Account,0.968
Mid-Age (30–50),40K-80K,Credit Card,0.933
Mid-Age (30–50),80K-120K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Investment,0.513
Senior (50+),80K-120K,Chequing Account,0.854
Mid-Age (30–50),80K-120K,Investment,0.879
Senior (50+),40K-80K,Chequing Account,0.773
Young (<30),80K-120K,Chequing Account,0.874
Mid-Age (30–50),80K-120K,Chequing Account,0.608
Senior (50+),80K-120K,Chequing Account,0.761
Mid-Age (30–50),40K-80K,Credit Card,0.599
Mid-Age (30–50),40K-80K,Credit Card,0.474
Mid-Age (30–50),40K-80K,Chequing Account,0.776
Mid-Age (30–50),80K-120K,Chequing Account,0.804
Young (<30),40K-80K,Mortgage,0.755
Young (<30),40K-80K,Chequing Account,0.809
Senior (50+),120K–200K,Mortgage,1.0
Mid-Age (30–50),40K-80K,Investment,0.738
Senior (50+),80K-120K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Mortgage,0.793
Senior (50+),80K-120K,Chequing Account,1.0
Senior (50+),40K-80K,Investment,0.919
Senior (50+),<40K,Chequing Account,0.281
Mid-Age (30–50),40K-80K,Chequing Account,0.607
Senior (50+),40K-80K,Investment,0.474
Senior (50+),40K-80K,Chequing Account,0.579
Young (<30),80K-120K,Mortgage,0.988
Mid-Age (30–50),40K-80K,Credit Card,0.758
Mid-Age (30–50),40K-80K,Credit Card,0.661
Mid-Age (30–50),40K-80K,Investment,0.931
Senior (50+),40K-80K,Mortgage,0.949
Young (<30),40K-80K,Mortgage,0.964
Mid-Age (30–50),80K-120K,Chequing Account,0.838
Mid-Age (30–50),80K-120K,Chequing Account,0.723
Young (<30),<40K,Chequing Account,0.375
Young (<30),40K-80K,Investment,0.555
Mid-Age (30–50),80K-120K,Mortgage,0.951
Senior (50+),40K-80K,Mortgage,1.0
Senior (50+),40K-80K,Credit Card,0.915
Mid-Age (30–50),<40K,Chequing Account,0.36
Mid-Age (30–50),80K-120K,Chequing Account,0.804
Mid-Age (30–50),200K+,Chequing Account,0.72
Senior (50+),<40K,Credit Card,0.686
Mid-Age (30–50),<40K,Mortgage,0.576
Young (<30),80K-120K,Investment,0.96
Mid-Age (30–50),80K-120K,Credit Card,1.0
Senior (50+),40K-80K,Investment,0.645
Mid-Age (30–50),120K–200K,Mortgage,0.907
Mid-Age (30–50),80K-120K,Mortgage,0.662
Senior (50+),40K-80K,Mortgage,0.473
Mid-Age (30–50),80K-120K,Chequing Account,0.887
Mid-Age (30–50),40K-80K,Credit Card,0.608
Senior (50+),40K-80K,Mortgage,0.95
Young (<30),40K-80K,Investment,0.566
Mid-Age (30–50),80K-120K,Credit Card,0.754
Senior (50+),80K-120K,Credit Card,0.569
Young (<30),80K-120K,Investment,0.875
Young (<30),80K-120K,Credit Card,0.849
Young (<30),<40K,Mortgage,0.404
Mid-Age (30–50),80K-120K,Mortgage,0.854
Senior (50+),<40K,Mortgage,0.569
Senior (50+),40K-80K,Chequing Account,0.764
Young (<30),40K-80K,Chequing Account,0.58
Mid-Age (30–50),40K-80K,Credit Card,0.563
Young (<30),40K-80K,Investment,0.548
Young (<30),40K-80K,Investment,0.678
Senior (50+),80K-120K,Investment,0.98
Senior (50+),40K-80K,Investment,0.582
Mid-Age (30–50),40K-80K,Credit Card,1.0
Mid-Age (30–50),40K-80K,Investment,0.663
Young (<30),40K-80K,Mortgage,0.645
Young (<30),80K-120K,Credit Card,1.0
Senior (50+),40K-80K,Investment,0.943
Mid-Age (30–50),80K-120K,Credit Card,0.849
Mid-Age (30–50),80K-120K,Chequing Account,0.736
Mid-Age (30–50),40K-80K,Mortgage,0.37
Senior (50+),120K–200K,Chequing Account,1.0
Mid-Age (30–50),40K-80K,Investment,0.733
Mid-Age (30–50),40K-80K,Mortgage,0.771
Mid-Age (30–50),80K-120K,Credit Card,0.973
Mid-Age (30–50),80K-120K,Chequing Account,0.878
Mid-Age (30–50),80K-120K,Chequing Account,0.668
Mid-Age (30–50),80K-120K,Credit Card,1.0
Young (<30),40K-80K,Credit Card,0.366
Mid-Age (30–50),<40K,Credit Card,0.518
Senior (50+),40K-80K,Credit Card,0.54
Mid-Age (30–50),40K-80K,Mortgage,0.896
Senior (50+),40K-80K,Investment,0.718
Mid-Age (30–50),40K-80K,Credit Card,0.615
Senior (50+),40K-80K,Mortgage,0.4
Mid-Age (30–50),<40K,Mortgage,0.755
Mid-Age (30–50),80K-120K,Chequing Account,0.977
Senior (50+),80K-120K,Chequing Account,0.636
Senior (50+),40K-80K,Investment,0.878
Senior (50+),80K-120K,Credit Card,0.927
Senior (50+),80K-120K,Mortgage,0.806
Mid-Age (30–50),40K-80K,Mortgage,0.778
Senior (50+),40K-80K,Credit Card,0.779
Senior (50+),40K-80K,Chequing Account,0.463
Young (<30),80K-120K,Mortgage,0.604
Senior (50+),40K-80K,Investment,0.634
Young (<30),80K-120K,Credit Card,0.909
Senior (50+),<40K,Mortgage,0.607
Mid-Age (30–50),40K-80K,Credit Card,0.641
Senior (50+),40K-80K,Chequing Account,0.655
Senior (50+),40K-80K,Chequing Account,0.66
Senior (50+),40K-80K,Credit Card,0.886
Young (<30),40K-80K,Mortgage,0.547
Mid-Age (30–50),40K-80K,Mortgage,0.774
Mid-Age (30–50),40K-80K,Chequing Account,0.917
