LeadID,LeadSource,Age,Gender,EmploymentStatus,Income,MaritalStatus,Province,InitialProductInterest,WebsiteVisits_PreConversion,TimeOnWebsite_Minutes,EmailOpenedCount,DaysSinceInquiry,CallCenterInquiries,BranchVisits,ReferrerCustomer,HasExistingProducts,FirstContactChannel,ConversionProbability,ConversionClass,ConvertedFlag,FirstProductTaken,FirstTransactionAmount,MonthlyRevenue,TenureMonths,CLTV
L00156,Online Ad,31,Female,Unemployed,38181.74,Married,Quebec,Credit Card,2,6.7,1,64,0,0,0,1,Call,0.333,Low,0,nan,0,0.0,0,0.0
L00157,Branch Walk-in,52,Male,Unemployed,78183.43,Married,Quebec,Credit Card,2,13.13,9,68,1,0,0,0,Call,0.832,High,1,Credit Card,8065,38.84,30,1165.12
L00158,Social Media,64,Female,Part-time,94395.05,Married,Alberta,Chequing Account,0,13.24,6,95,1,0,0,0,Branch,0.641,High,1,Chequing Account,4720,150.0,1,150.0
L00159,Online Ad,18,Female,Full-time,40160.99,Single,Quebec,Credit Card,2,1.28,5,75,5,1,0,0,Email,0.486,Medium,1,Credit Card,2869,150.7,46,6931.98
L00160,Social Media,36,Male,Part-time,71409.69,Married,British Columbia,Mortgage,3,3.34,5,109,1,0,1,0,Email,0.597,Medium,1,Mortgage,1332,284.2,47,13357.51
L00161,Referral,18,Male,Full-time,80385.11,Married,Alberta,Mortgage,0,33.87,0,50,0,2,1,1,Website,1.0,High,1,Mortgage,2186,272.92,1,272.92
L00162,Branch Walk-in,30,Female,Full-time,89370.08,Married,Manitoba,Credit Card,2,5.25,9,23,1,0,0,1,Website,0.899,High,1,Credit Card,9942,233.78,7,1636.47
L00163,Branch Walk-in,25,Male,Full-time,34972.03,Married,British Columbia,Credit Card,1,7.89,7,76,1,0,0,0,Website,0.815,High,0,nan,0,0.0,0,0.0
L00164,Branch Walk-in,35,Female,Full-time,48769.68,Married,British Columbia,Mortgage,2,21.75,1,75,0,0,1,1,Call,0.814,High,0,nan,0,0.0,0,0.0
L00165,Online Ad,52,Female,Full-time,,Single,British Columbia,Credit Card,2,13.57,4,104,3,1,1,0,Call,0.627,High,1,Credit Card,8317,254.83,1,254.83
L00166,Social Media,40,Female,Part-time,73549.79,Single,Quebec,Credit Card,5,9.14,0,11,0,0,0,1,Email,0.564,Medium,0,nan,0,0.0,0,0.0
L00167,Referral,67,Female,Full-time,132176.17,Single,Manitoba,Mortgage,1,10.89,6,25,0,1,0,0,Email,1.0,High,1,Mortgage,9790,72.05,56,4034.98
L00168,Online Ad,69,Female,Part-time,94981.19,Single,Quebec,Investment,1,9.66,2,9,0,0,1,1,Email,0.634,High,1,Investment,8423,123.59,30,3707.62
L00169,Online Ad,43,Female,Self-employed,64256.94,Married,Manitoba,Credit Card,4,19.6,9,87,1,0,0,1,Email,0.419,Medium,0,nan,0,0.0,0,0.0
L00170,Branch Walk-in,58,Male,Part-time,65896.5,Married,Alberta,Chequing Account,3,22.0,5,22,0,1,1,0,Website,0.871,High,1,Chequing Account,1164,187.56,13,2438.27
L00171,Branch Walk-in,55,Male,Student,67312.44,Married,Quebec,Credit Card,5,22.48,4,13,2,0,0,0,Website,0.783,High,1,Credit Card,7594,74.28,47,3491.24
L00172,Online Ad,37,Female,Full-time,43607.69,Married,British Columbia,Credit Card,3,23.32,2,78,2,0,0,1,Email,0.566,Medium,0,nan,0,0.0,0,0.0
L00173,Branch Walk-in,19,Female,Self-employed,67323.75,Single,Alberta,Mortgage,1,20.37,0,25,0,0,0,1,Email,0.814,High,1,Mortgage,5372,153.64,44,6759.99
L00174,Online Ad,43,Female,Full-time,124656.94,Divorced,Quebec,Mortgage,3,4.84,0,33,4,1,1,0,Website,0.851,High,1,Mortgage,879,177.02,38,6726.78
L00175,Branch Walk-in,53,Female,Part-time,15000.0,Single,Alberta,Credit Card,0,17.29,8,109,1,0,1,0,Call,0.604,High,0,nan,0,0.0,0,0.0
L00176,Online Ad,42,Male,Self-employed,75424.84,Single,Ontario,Chequing Account,4,15.18,7,52,0,1,1,0,Website,0.593,Medium,0,nan,0,0.0,0,0.0
L00177,Branch Walk-in,47,Female,Unemployed,126217.91,Widowed,Ontario,Credit Card,4,12.27,0,18,0,1,0,1,Email,1.0,High,1,Credit Card,3576,44.53,8,356.23
L00178,Referral,35,Male,Self-employed,118215.26,Divorced,British Columbia,Credit Card,5,14.83,2,67,1,0,0,0,Website,1.0,High,1,Credit Card,3107,35.81,44,1575.74
L00179,Partnership,24,Female,Full-time,97141.82,Married,Quebec,Chequing Account,5,16.54,0,35,1,1,0,0,Website,0.755,High,1,Chequing Account,779,229.28,46,10546.87
L00180,Online Ad,44,Female,Full-time,76203.96,Single,Quebec,Credit Card,5,24.91,3,7,1,2,0,0,Call,0.516,Medium,1,Credit Card,1704,214.23,59,12639.3
L00181,Referral,28,Male,Full-time,97407.53,Married,Ontario,Credit Card,2,32.27,0,0,2,0,0,0,Website,1.0,High,1,Credit Card,7024,250.06,56,14003.38
L00182,Online Ad,54,Female,Self-employed,83127.05,Single,Nova Scotia,Mortgage,4,20.35,7,96,0,1,0,0,Website,0.528,Medium,0,nan,0,0.0,0,0.0
L00183,Partnership,25,Other,Full-time,117207.49,Single,Ontario,Credit Card,3,3.54,7,12,1,1,0,0,Email,0.971,High,1,Credit Card,9629,108.99,18,1961.76
L00184,Partnership,28,Female,Full-time,92978.62,Single,British Columbia,Credit Card,3,11.46,5,74,1,2,0,0,Email,0.806,High,1,Credit Card,5220,225.93,7,1581.54
L00185,Referral,41,Male,Part-time,56338.17,Married,Alberta,Investment,5,2.11,4,102,3,0,1,1,Website,0.759,High,1,Investment,9617,128.87,33,4252.64
L00186,Branch Walk-in,47,Male,Part-time,123988.93,Married,Quebec,Mortgage,0,9.77,0,88,1,1,0,0,Call,0.986,High,1,Mortgage,7454,98.92,17,1681.7
L00187,Social Media,47,Female,Full-time,69253.05,Single,British Columbia,Investment,1,22.41,2,116,1,0,0,0,Email,0.702,High,1,Investment,8890,43.23,37,1599.65
L00188,Branch Walk-in,69,Male,Part-time,48307.11,Married,Quebec,Mortgage,6,6.78,6,52,1,0,0,0,Website,0.674,High,1,Mortgage,8828,74.86,57,4266.96
L00189,Branch Walk-in,69,Male,Part-time,83955.45,Married,British Columbia,Credit Card,4,23.52,7,16,2,0,1,1,Email,0.826,High,1,Credit Card,8685,164.8,47,7745.58
L00190,Online Ad,32,Female,Full-time,96373.66,Widowed,Quebec,Credit Card,2,18.3,5,39,1,1,1,1,Email,0.687,High,0,nan,0,0.0,0,0.0
L00191,Online Ad,52,Female,Full-time,72920.31,Single,Quebec,Mortgage,4,5.93,4,36,3,2,0,1,Call,0.582,Medium,1,Mortgage,5093,53.36,13,693.66
L00192,Partnership,56,Male,Unemployed,79168.5,Married,,Investment,3,8.31,8,106,2,0,0,1,Call,0.572,Medium,1,Investment,5657,242.54,28,6791.04
L00193,Partnership,41,Male,Part-time,116955.15,Single,Quebec,Credit Card,2,17.99,4,104,0,0,0,0,Email,0.738,High,0,nan,0,0.0,0,0.0
L00194,Branch Walk-in,25,Female,Full-time,70135.46,Single,Quebec,Mortgage,3,12.39,5,36,1,2,1,0,Email,0.755,High,1,Mortgage,273,216.39,32,6924.6
L00195,Referral,60,Female,Part-time,94425.83,Married,Ontario,Investment,3,16.18,2,30,1,0,0,1,Email,0.901,High,1,Investment,9916,58.48,26,1520.53
L00196,Referral,59,Male,Student,104713.78,Single,Alberta,Credit Card,2,6.39,1,31,2,2,0,0,Email,1.0,High,1,Credit Card,9624,158.54,15,2378.16
L00197,Social Media,37,Male,Part-time,56155.92,Divorced,Alberta,Credit Card,2,3.53,4,38,0,0,0,0,Email,0.518,Medium,1,Credit Card,1645,279.48,30,8384.49
L00198,Partnership,58,Female,Full-time,,Single,Alberta,Investment,3,17.46,2,19,0,0,1,1,Call,0.781,High,1,Investment,4633,183.29,9,1649.65
L00199,Partnership,64,Male,Full-time,111986.89,Divorced,Manitoba,Investment,3,8.51,4,77,0,2,0,0,Branch,0.805,High,0,nan,0,0.0,0,0.0
L00200,Social Media,43,Male,Full-time,103012.56,Single,Ontario,Credit Card,7,2.28,5,96,0,0,0,0,Call,0.875,High,1,Credit Card,3766,132.95,56,7445.32
L00201,Branch Walk-in,69,Female,Full-time,61368.83,Married,Ontario,Investment,5,13.88,6,98,1,0,0,0,Email,0.963,High,1,Investment,7878,282.62,25,7065.55
L00202,Online Ad,41,Female,Full-time,68370.19,Married,Nova Scotia,Investment,3,25.66,0,7,1,1,1,0,Branch,0.568,Medium,1,Investment,1135,56.81,42,2385.9
L00203,Online Ad,39,Female,Unemployed,15000.0,Single,,Mortgage,2,10.38,0,28,1,2,0,1,Website,0.365,Medium,0,nan,0,0.0,0,0.0
L00204,Partnership,22,Female,Full-time,102372.05,Married,Manitoba,Credit Card,3,29.21,1,0,1,0,1,1,Email,0.744,High,0,nan,0,0.0,0,0.0
L00205,Branch Walk-in,32,Female,Part-time,88665.02,Single,Alberta,Chequing Account,2,24.87,9,11,0,1,1,0,Email,0.964,High,1,Chequing Account,7868,20.84,21,437.71
L00206,Online Ad,53,Female,Unemployed,31099.67,Married,Quebec,Credit Card,1,7.57,3,81,2,0,1,1,Website,0.214,Low,0,nan,0,0.0,0,0.0
L00207,Online Ad,54,Female,Unemployed,92874.68,Single,Ontario,Mortgage,8,20.4,2,59,3,1,1,1,Email,0.708,High,0,nan,0,0.0,0,0.0
L00208,Branch Walk-in,46,Female,Full-time,79591.82,Single,Ontario,Credit Card,0,18.63,6,82,1,1,0,0,Branch,0.883,High,1,Credit Card,9560,171.46,11,1886.05
L00209,Online Ad,32,Male,Part-time,91365.39,Married,Ontario,Chequing Account,3,22.64,7,15,2,0,0,0,Branch,0.639,High,1,Chequing Account,3056,284.74,9,2562.63
L00210,Online Ad,44,Female,Self-employed,89496.57,Married,Alberta,Mortgage,3,21.12,3,66,1,0,1,0,Website,0.71,High,1,Mortgage,1477,271.02,36,9756.74
L00211,Branch Walk-in,66,Female,Student,70547.51,Married,Quebec,Mortgage,2,8.7,7,57,2,0,0,0,Email,0.822,High,0,nan,0,0.0,0,0.0
L00212,Branch Walk-in,25,Male,,41555.1,Single,Nova Scotia,Mortgage,2,13.26,3,21,2,0,1,0,Branch,0.636,High,1,Mortgage,1496,36.56,52,1900.94
L00213,Branch Walk-in,46,Female,Student,60606.89,Single,Quebec,Chequing Account,2,13.87,5,33,0,1,0,1,Email,0.816,High,1,Chequing Account,6264,174.76,31,5417.47
L00214,Online Ad,36,Male,,61557.56,Divorced,Ontario,Credit Card,6,4.47,8,25,0,1,1,1,Call,0.661,High,0,nan,0,0.0,0,0.0
L00215,Social Media,48,Male,Full-time,29706.71,Divorced,Ontario,Mortgage,8,22.06,7,23,0,0,0,1,Email,0.466,Medium,0,nan,0,0.0,0,0.0
L00216,Online Ad,26,Male,Self-employed,76121.68,Married,Quebec,Investment,4,11.52,4,111,1,0,0,1,Website,0.567,Medium,1,Investment,7150,202.74,31,6285.08
L00217,Referral,27,Male,Unemployed,92483.73,Married,British Columbia,Chequing Account,1,11.5,0,94,1,0,1,1,Email,1.0,High,1,Chequing Account,7987,33.45,9,301.09
L00218,Social Media,54,Male,Full-time,52886.01,Married,Ontario,Mortgage,2,29.22,3,54,3,0,0,0,Email,0.627,High,1,Mortgage,5937,98.5,36,3545.96
L00219,Branch Walk-in,27,Female,Full-time,82557.05,Married,Ontario,Credit Card,1,9.73,9,6,1,0,0,1,Website,1.0,High,1,Credit Card,1330,74.6,8,596.81
L00220,Social Media,50,Female,Full-time,89713.44,Single,Manitoba,Credit Card,5,20.49,0,105,2,1,0,0,Website,0.698,High,1,Credit Card,3011,280.42,50,14021.06
L00221,Branch Walk-in,42,Female,Self-employed,90417.72,Married,Alberta,Credit Card,3,22.72,9,46,0,1,0,1,Email,0.99,High,1,Credit Card,7651,230.25,57,13124.24
L00222,Branch Walk-in,21,Other,Full-time,54945.32,Single,Ontario,Chequing Account,1,1.74,6,44,2,0,0,1,Call,0.865,High,1,Chequing Account,3745,168.13,41,6893.31
L00223,Online Ad,22,Female,Full-time,131726.61,Single,Alberta,Chequing Account,2,16.65,2,100,2,1,0,0,Email,1.0,High,1,Chequing Account,4651,137.19,2,274.37
L00224,Referral,40,Female,Self-employed,75828.22,Married,Quebec,Chequing Account,3,17.1,6,71,1,0,0,0,Email,0.79,High,0,nan,0,0.0,0,0.0
L00225,Referral,56,Female,Full-time,44296.45,Married,,Chequing Account,6,18.51,9,26,0,0,0,0,Call,0.765,High,1,Chequing Account,3078,140.57,1,140.57
L00226,Online Ad,22,Female,Part-time,64361.61,Married,Ontario,Chequing Account,2,31.97,6,64,0,0,0,1,Branch,0.575,Medium,1,Chequing Account,6851,161.81,20,3236.21
L00227,Partnership,69,Male,Full-time,37032.04,Single,Quebec,Investment,2,19.2,5,57,0,0,0,0,Email,0.399,Medium,0,nan,0,0.0,0,0.0
L00228,Referral,25,Male,Full-time,64203.73,Single,Quebec,Investment,4,12.29,4,65,0,0,0,0,Website,0.8,High,1,Investment,3185,62.69,41,2570.09
L00229,Partnership,34,Female,Part-time,106083.83,Married,Ontario,Chequing Account,3,13.19,8,30,4,2,1,0,Email,0.745,High,1,Chequing Account,8033,276.82,7,1937.74
L00230,Branch Walk-in,18,Male,Part-time,88058.79,Divorced,Manitoba,Investment,5,18.37,8,30,3,1,0,0,Website,0.885,High,0,nan,0,0.0,0,0.0
L00231,Social Media,67,Male,Full-time,114840.44,Single,Ontario,Credit Card,0,17.54,4,85,1,1,1,0,Call,0.953,High,1,Credit Card,6853,256.77,33,8473.57
L00232,Branch Walk-in,29,Male,Full-time,79395.14,Single,Ontario,Chequing Account,2,4.08,7,28,1,0,0,0,Branch,1.0,High,1,Chequing Account,2723,272.05,40,10881.99
L00233,Branch Walk-in,52,Female,Student,105959.95,Married,British Columbia,Investment,2,18.87,2,38,1,0,0,0,Website,1.0,High,1,Investment,8266,170.0,36,6120.02
L00234,Branch Walk-in,69,Male,Student,42344.67,Married,Ontario,Mortgage,1,29.16,3,31,2,0,0,0,Email,0.703,High,1,Mortgage,540,281.24,18,5062.35
L00235,Online Ad,31,Female,Part-time,46491.28,Married,Nova Scotia,Investment,3,25.82,3,35,3,3,0,1,Email,0.327,Low,0,nan,0,0.0,0,0.0
L00236,Social Media,65,Male,Full-time,85128.42,Married,Ontario,Investment,3,17.8,1,103,1,0,0,0,Website,0.781,High,0,nan,0,0.0,0,0.0
L00237,Referral,35,Female,Unemployed,96758.01,Single,British Columbia,Credit Card,2,22.37,7,6,1,0,1,0,Email,1.0,High,1,Credit Card,6110,65.39,53,3465.76
L00238,Online Ad,27,Female,Full-time,94934.94,Single,Quebec,Chequing Account,2,14.08,3,19,0,1,0,0,Email,0.731,High,1,Chequing Account,3627,171.76,45,7728.98
L00239,Branch Walk-in,32,Male,Student,45639.06,Single,Ontario,Credit Card,2,28.84,2,22,0,0,0,0,Email,0.698,High,1,Credit Card,985,141.57,49,6937.15
L00240,Online Ad,59,Female,Full-time,113186.23,Divorced,Manitoba,Chequing Account,3,15.98,6,28,1,1,1,0,Email,0.822,High,1,Chequing Account,2104,239.06,55,13148.05
L00241,Partnership,50,Female,Full-time,20254.78,Single,Quebec,Credit Card,2,18.07,9,0,1,0,0,1,Website,0.3,Low,0,nan,0,0.0,0,0.0
L00242,Partnership,36,Male,Part-time,115937.1,Single,British Columbia,Chequing Account,4,7.76,3,30,2,0,0,0,Call,0.759,High,1,Chequing Account,6641,154.18,25,3854.54
L00243,Partnership,51,Male,Full-time,41769.5,Single,Alberta,Mortgage,7,16.95,3,33,3,0,0,0,Call,0.573,Medium,1,Mortgage,4388,76.67,36,2760.08
L00244,Referral,62,Male,Full-time,114643.39,Single,British Columbia,Chequing Account,2,18.93,0,45,2,2,0,0,Website,1.0,High,1,Chequing Account,1816,79.8,19,1516.15
L00245,Online Ad,42,Female,Full-time,59083.72,Single,Ontario,Mortgage,6,8.42,5,80,2,0,0,0,Website,0.612,High,0,nan,0,0.0,0,0.0
L00246,Partnership,33,Male,Self-employed,78908.65,Married,Ontario,Mortgage,7,26.61,1,101,0,0,1,0,Call,0.71,High,0,nan,0,0.0,0,0.0
L00247,Referral,25,Male,Student,72597.52,Widowed,Alberta,Investment,7,29.03,5,15,1,0,1,1,Email,0.9,High,1,Investment,4443,85.16,47,4002.4
L00248,Partnership,52,Female,Unemployed,36647.38,Married,,Credit Card,1,16.92,0,18,1,0,0,0,Email,0.551,Medium,0,nan,0,0.0,0,0.0
L00249,Partnership,38,Male,Student,77198.25,Single,Ontario,Credit Card,4,2.72,6,86,1,0,1,1,Call,0.629,High,0,nan,0,0.0,0,0.0
L00250,Partnership,36,Male,Full-time,44629.25,Single,British Columbia,Credit Card,3,20.5,5,16,2,1,1,1,Website,0.527,Medium,0,nan,0,0.0,0,0.0
L00251,Referral,63,Female,Student,59501.53,Single,Alberta,Chequing Account,2,13.41,0,82,0,1,1,0,Branch,0.802,High,0,nan,0,0.0,0,0.0
L00252,Referral,28,Male,Student,140042.45,Married,Ontario,Credit Card,3,26.79,4,81,2,0,1,0,Email,1.0,High,1,Credit Card,9377,153.49,8,1227.93
L00253,Partnership,61,Female,Part-time,79266.53,Divorced,British Columbia,Investment,4,20.63,9,55,0,0,0,1,Website,0.593,Medium,0,nan,0,0.0,0,0.0
L00254,Referral,28,Female,Full-time,64897.09,Married,Quebec,Investment,4,14.57,7,8,4,0,0,1,Call,0.826,High,0,nan,0,0.0,0,0.0
L00255,Online Ad,28,Male,Full-time,94911.47,Single,Ontario,Credit Card,0,17.25,2,64,1,0,1,1,Call,0.829,High,1,Credit Card,2044,286.22,50,14311.04
L00256,Branch Walk-in,39,Female,Full-time,89140.15,Divorced,British Columbia,Credit Card,4,12.89,2,2,1,0,0,0,Website,1.0,High,1,Credit Card,8155,21.51,24,516.31
L00257,Partnership,38,Female,Full-time,48689.37,Divorced,Ontario,Chequing Account,2,2.73,3,24,1,0,0,0,Email,0.55,Medium,0,nan,0,0.0,0,0.0
L00258,Branch Walk-in,44,Female,Full-time,47063.35,Married,Ontario,Chequing Account,3,17.41,2,78,1,1,0,1,Email,0.841,High,1,Chequing Account,3333,68.82,57,3922.84
L00259,Branch Walk-in,35,Male,Unemployed,106985.17,Married,Quebec,Mortgage,4,8.72,5,23,1,0,0,1,Email,0.947,High,1,Mortgage,8128,152.58,41,6255.76
L00260,Online Ad,59,Male,Full-time,81752.23,Married,British Columbia,Investment,3,19.85,4,70,1,1,1,1,Website,0.765,High,1,Investment,3597,152.41,15,2286.17
L00261,Branch Walk-in,65,Female,Student,128713.43,Single,Quebec,Credit Card,4,25.2,0,54,0,1,0,0,Call,0.998,High,1,Credit Card,3249,35.48,46,1632.23
L00262,Partnership,57,Male,Full-time,26579.56,Single,Manitoba,Credit Card,4,20.74,0,108,0,1,0,0,Email,0.257,Low,1,Credit Card,215,189.5,19,3600.43
L00263,Online Ad,55,Female,Part-time,106547.58,Married,Manitoba,Investment,0,24.95,6,60,0,0,1,0,Call,0.757,High,1,Investment,7251,128.73,53,6822.63
L00264,Branch Walk-in,47,Female,Full-time,87612.99,Married,Quebec,Chequing Account,1,10.75,4,68,0,0,1,1,Website,0.928,High,1,Chequing Account,8514,115.13,56,6447.16
L00265,Partnership,68,Male,Full-time,49020.27,Single,Ontario,Investment,1,21.94,4,48,2,0,0,1,Email,0.55,Medium,1,Investment,4675,78.03,45,3511.56
L00266,Social Media,62,Female,Full-time,86523.71,Married,Manitoba,Credit Card,4,21.3,5,62,1,0,1,0,Email,0.64,High,1,Credit Card,1694,95.13,2,190.26
L00267,Branch Walk-in,64,Female,Full-time,41709.23,Single,Quebec,Chequing Account,3,24.69,4,119,0,2,1,1,Branch,0.756,High,1,Chequing Account,6841,104.65,15,1569.81
L00268,Social Media,62,Male,Full-time,86610.66,Married,Ontario,Mortgage,4,13.74,7,58,0,0,0,1,Website,0.712,High,1,Mortgage,794,183.37,40,7334.62
L00269,Referral,50,Female,,,Single,Nova Scotia,Chequing Account,6,17.61,1,68,0,0,0,0,Website,1.0,High,1,Chequing Account,8592,22.48,11,247.26
L00270,Referral,38,Male,Full-time,70296.55,Single,Quebec,Chequing Account,4,26.73,8,116,2,0,0,0,Email,0.827,High,1,Chequing Account,2071,60.73,48,2914.99
L00271,Social Media,19,Female,Part-time,66896.46,Married,Manitoba,Credit Card,1,3.78,2,48,0,1,0,0,Website,0.528,Medium,0,nan,0,0.0,0,0.0
L00272,Social Media,30,Female,Full-time,52922.76,Single,Ontario,Investment,1,24.4,7,84,1,0,1,1,Call,0.545,Medium,0,nan,0,0.0,0,0.0
L00273,Partnership,19,Female,Full-time,101356.99,Married,Ontario,Chequing Account,2,17.31,6,85,1,0,0,1,Email,0.932,High,1,Chequing Account,3304,148.16,48,7111.59
L00274,Partnership,60,Male,Student,79377.16,Single,Quebec,Chequing Account,3,17.79,8,36,2,0,0,0,Website,0.548,Medium,0,nan,0,0.0,0,0.0
L00275,Branch Walk-in,62,Male,Self-employed,65269.81,Single,British Columbia,Mortgage,1,19.73,9,108,0,0,1,0,Email,0.838,High,1,Mortgage,6093,95.32,1,95.32
L00276,Branch Walk-in,48,Female,Student,110704.66,Divorced,Quebec,Credit Card,2,12.73,7,43,1,0,1,0,Website,0.836,High,1,Credit Card,4635,143.71,27,3880.22
L00277,Social Media,27,Male,Unemployed,105316.95,Married,Quebec,Mortgage,6,10.21,2,2,0,0,1,1,Call,0.593,Medium,1,Mortgage,1648,266.33,24,6391.9
L00278,Branch Walk-in,40,Female,Full-time,74939.31,Widowed,Ontario,Credit Card,1,11.43,2,90,0,0,0,0,Email,0.982,High,1,Credit Card,8318,298.07,55,16393.68
L00279,Social Media,39,Female,Full-time,76996.86,Single,Quebec,Credit Card,1,17.68,1,52,0,0,1,0,Website,0.628,High,0,nan,0,0.0,0,0.0
L00280,Social Media,64,Male,Unemployed,101357.77,Married,Alberta,Credit Card,2,4.77,7,13,0,0,0,1,Website,0.709,High,1,Credit Card,1949,34.51,13,448.62
L00281,Partnership,46,Male,Part-time,74779.81,Divorced,Alberta,Mortgage,1,11.59,8,17,2,0,0,0,Email,0.612,High,1,Mortgage,5254,61.73,43,2654.44
L00282,Referral,50,Female,Student,39366.72,Single,Ontario,Credit Card,2,21.44,6,29,3,1,0,0,Call,0.701,High,1,Credit Card,1226,251.74,38,9566.15
L00283,Referral,48,Female,Full-time,79448.36,Widowed,Alberta,Mortgage,1,18.58,6,34,1,0,1,0,Website,1.0,High,1,Mortgage,485,71.95,4,287.79
L00284,Online Ad,31,Male,Full-time,92166.51,Married,British Columbia,Credit Card,1,18.43,3,103,1,0,1,0,Branch,0.808,High,1,Credit Card,9118,126.82,2,253.65
L00285,Branch Walk-in,27,Female,Full-time,105988.1,Married,Ontario,Mortgage,0,0.18,4,40,0,1,1,0,Email,1.0,High,1,Mortgage,5274,71.4,21,1499.42
L00286,Online Ad,35,Other,Unemployed,117278.06,Married,Manitoba,Credit Card,4,11.29,0,37,1,2,1,1,Website,0.799,High,1,Credit Card,2338,299.7,45,13486.64
L00287,Branch Walk-in,28,Male,Self-employed,124765.3,Single,Ontario,Credit Card,0,6.73,4,109,2,0,1,1,Branch,1.0,High,1,Credit Card,5525,294.23,1,294.23
L00288,Branch Walk-in,56,Male,Unemployed,67229.54,Married,Ontario,Credit Card,4,16.17,0,87,2,0,0,0,Call,0.922,High,1,Credit Card,194,48.7,41,1996.57
L00289,Referral,64,Female,Full-time,75841.36,Married,Alberta,Mortgage,0,3.05,6,13,0,2,0,0,Website,0.886,High,1,Mortgage,1121,277.96,13,3613.49
L00290,Branch Walk-in,20,Male,Full-time,32566.73,Married,British Columbia,Mortgage,3,14.67,7,57,0,2,1,1,Call,0.8,High,0,nan,0,0.0,0,0.0
L00291,Online Ad,19,Female,Part-time,57558.36,Single,Ontario,Chequing Account,1,10.36,4,13,0,2,0,0,Website,0.539,Medium,1,Chequing Account,7433,278.1,2,556.19
L00292,Online Ad,25,Female,Part-time,32446.94,Married,Alberta,Chequing Account,3,14.96,4,81,0,0,0,0,Email,0.361,Medium,0,nan,0,0.0,0,0.0
L00293,Social Media,48,Male,Full-time,112452.86,Single,Manitoba,Chequing Account,4,15.18,4,71,0,1,0,1,Call,0.785,High,1,Chequing Account,4524,142.21,21,2986.5
L00294,Referral,25,Female,Full-time,74845.47,Single,Ontario,Credit Card,4,7.31,5,31,0,1,0,1,Call,0.926,High,1,Credit Card,9401,236.94,47,11136.24
L00295,Online Ad,60,Male,Full-time,79140.88,Single,Ontario,Investment,1,25.31,6,94,1,1,0,1,Email,0.748,High,1,Investment,6585,181.93,28,5093.98
L00296,Branch Walk-in,65,Male,Student,94717.26,Married,Alberta,Investment,5,11.39,0,85,1,1,0,1,Email,0.998,High,1,Investment,5446,117.25,46,5393.31
L00297,Social Media,19,Male,Student,75536.03,Married,Alberta,Credit Card,4,18.93,4,43,0,2,0,1,Call,0.645,High,1,Credit Card,5560,273.37,53,14488.49
L00298,Online Ad,39,Female,Unemployed,78943.89,Single,British Columbia,Chequing Account,1,1.56,0,46,0,0,1,1,Email,0.643,High,0,nan,0,0.0,0,0.0
L00299,Branch Walk-in,22,Male,Full-time,66113.16,Divorced,Quebec,Chequing Account,1,4.04,9,85,2,0,0,0,Email,0.941,High,1,Chequing Account,3459,54.93,9,494.39
L00300,Online Ad,24,Male,Full-time,82537.81,Single,Quebec,Chequing Account,3,4.41,4,4,2,2,0,0,Email,0.609,High,0,nan,0,0.0,0,0.0
L00301,Online Ad,37,Other,Full-time,106917.88,Married,Quebec,Credit Card,2,13.91,0,62,0,2,0,0,Email,0.725,High,0,nan,0,0.0,0,0.0
L00302,Branch Walk-in,45,Other,Full-time,122238.82,Single,Manitoba,Investment,4,8.07,3,39,2,0,0,0,Website,1.0,High,1,Investment,168,142.94,41,5860.59
L00303,Branch Walk-in,30,Male,Student,57616.37,Single,Quebec,Chequing Account,5,2.07,4,62,1,1,0,1,Email,0.718,High,1,Chequing Account,5752,257.33,40,10293.27
L00304,Branch Walk-in,19,Male,Student,101155.9,Married,Quebec,Chequing Account,4,0.96,8,109,0,1,0,0,Website,0.868,High,1,Chequing Account,9144,56.58,58,3281.83
L00305,Social Media,49,Female,Self-employed,41850.84,Single,Quebec,Chequing Account,4,20.36,2,29,0,0,0,0,Website,0.389,Medium,1,Chequing Account,2906,184.98,51,9433.76
L00306,Partnership,43,Female,Full-time,41826.51,Married,British Columbia,Mortgage,2,10.83,4,91,2,0,1,1,Website,0.659,High,1,Mortgage,7006,31.8,1,31.8
L00307,Branch Walk-in,20,Female,Full-time,63382.71,Married,British Columbia,Credit Card,4,19.85,0,20,0,0,1,1,Website,0.877,High,1,Credit Card,9516,76.73,9,690.57
