AgeGroup,IncomeBracket,InitialProductInterest,ConversionProbability,Predicted_CLTV
Senior (50+),80K-120K,Chequing Account,0.689,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.528,7459.855058325042
Mid-Age (30–50),80K-120K,Investment,0.894,4051.5516451782714
Young (<30),80K-120K,Mortgage,0.683,0.0
Senior (50+),<40K,Mortgage,0.469,0.0
Mid-Age (30–50),80K-120K,Mortgage,1.0,5878.771121673988
Senior (50+),80K-120K,Chequing Account,0.962,1157.6321066276041
Young (<30),80K-120K,Credit Card,0.733,3133.286743311757
Mid-Age (30–50),<40K,Credit Card,0.408,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.952,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.773,0.0
Senior (50+),80K-120K,Credit Card,0.871,10878.262975591777
Mid-Age (30–50),80K-120K,Credit Card,1.0,6538.297974661475
Mid-Age (30–50),80K-120K,Mortgage,0.683,0.0
Senior (50+),40K-80K,Credit Card,0.558,0.0
Mid-Age (30–50),80K-120K,Credit Card,1.0,1746.145538850762
Mid-Age (30–50),80K-120K,Credit Card,0.598,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.799,7349.914266715359
Mid-Age (30–50),120K–200K,Chequing Account,0.999,0.0
Young (<30),120K–200K,Mortgage,1.0,5660.077440940282
Young (<30),40K-80K,Chequing Account,0.659,7634.828486796916
Mid-Age (30–50),<40K,Credit Card,0.334,0.0
Mid-Age (30–50),40K-80K,Investment,0.46,3212.469421278249
Mid-Age (30–50),40K-80K,Chequing Account,0.318,0.0
Senior (50+),<40K,Credit Card,0.49,0.0
Mid-Age (30–50),40K-80K,Investment,0.547,6833.558610606084
Mid-Age (30–50),40K-80K,Mortgage,0.536,4884.075185356396
Mid-Age (30–50),80K-120K,Credit Card,0.803,3850.784966250869
Young (<30),<40K,Chequing Account,0.668,-4706.7893026666825
Senior (50+),80K-120K,Chequing Account,0.724,11703.380099713708
Mid-Age (30–50),40K-80K,Credit Card,0.768,-808.6480897724045
Senior (50+),80K-120K,Chequing Account,0.901,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.652,3669.090417670979
Mid-Age (30–50),40K-80K,Investment,0.884,5191.403940514947
Senior (50+),80K-120K,Credit Card,1.0,12900.489173773563
Mid-Age (30–50),40K-80K,Credit Card,0.892,0.0
Young (<30),<40K,Mortgage,0.518,-79.42367814370118
Senior (50+),40K-80K,Mortgage,0.899,10053.605179514941
Mid-Age (30–50),40K-80K,Chequing Account,0.726,5078.808886324021
Senior (50+),80K-120K,Chequing Account,0.775,1518.1646579043427
Mid-Age (30–50),40K-80K,Credit Card,0.529,4974.092758085615
Senior (50+),40K-80K,Credit Card,0.91,7825.87790931091
Senior (50+),80K-120K,Investment,0.933,9409.754558757022
Mid-Age (30–50),120K–200K,Mortgage,0.765,7372.797749621133
Senior (50+),40K-80K,Investment,0.785,6738.1453009557845
Mid-Age (30–50),40K-80K,Investment,0.748,12467.060012349993
Young (<30),40K-80K,Chequing Account,0.924,4567.267367798713
Senior (50+),80K-120K,Credit Card,0.699,11582.011319461437
Senior (50+),40K-80K,Credit Card,0.821,5061.387306150964
Mid-Age (30–50),80K-120K,Credit Card,0.99,371.4314856276533
Senior (50+),40K-80K,Chequing Account,0.774,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.776,5788.594266334238
Young (<30),40K-80K,Credit Card,0.54,0.0
Senior (50+),120K–200K,Investment,0.926,-2679.5313454066954
Mid-Age (30–50),120K–200K,Credit Card,1.0,-1642.013491088203
Mid-Age (30–50),80K-120K,Mortgage,1.0,5619.839701117871
Mid-Age (30–50),40K-80K,Credit Card,0.807,9338.09112760502
Senior (50+),40K-80K,Investment,0.583,0.0
Mid-Age (30–50),80K-120K,Chequing Account,1.0,3922.0308603861013
Mid-Age (30–50),80K-120K,Chequing Account,0.752,4316.465084784168
Young (<30),40K-80K,Credit Card,0.619,-2707.7367520192183
Young (<30),40K-80K,Credit Card,0.6,0.0
Young (<30),40K-80K,Chequing Account,0.542,0.0
Mid-Age (30–50),80K-120K,Mortgage,0.917,-3676.342334942535
Young (<30),40K-80K,Chequing Account,0.772,0.0
Senior (50+),40K-80K,Chequing Account,0.824,7911.50295359918
Mid-Age (30–50),40K-80K,Investment,0.761,949.819885967654
Senior (50+),40K-80K,Chequing Account,0.733,3710.2716610205953
Senior (50+),80K-120K,Chequing Account,0.645,0.0
Mid-Age (30–50),40K-80K,Investment,0.62,0.0
Senior (50+),40K-80K,Credit Card,0.737,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.548,317.63425621906663
Mid-Age (30–50),80K-120K,Chequing Account,0.802,0.0
Senior (50+),80K-120K,Credit Card,0.83,7144.712382152027
Young (<30),40K-80K,Chequing Account,0.539,0.0
Senior (50+),40K-80K,Chequing Account,0.871,275.5012416147629
Senior (50+),80K-120K,Investment,0.488,0.0
Senior (50+),<40K,Chequing Account,0.373,0.0
Senior (50+),80K-120K,Credit Card,0.834,-1201.103559285359
Mid-Age (30–50),80K-120K,Credit Card,0.864,6442.535422100429
Mid-Age (30–50),80K-120K,Credit Card,0.936,6056.415770506577
Mid-Age (30–50),<40K,Credit Card,0.739,7821.264287775504
Young (<30),40K-80K,Chequing Account,0.49,0.0
Senior (50+),40K-80K,Credit Card,0.544,0.0
Mid-Age (30–50),40K-80K,Investment,0.399,1309.5686276653278
Senior (50+),40K-80K,Mortgage,0.651,5518.60258603307
Senior (50+),80K-120K,Mortgage,0.878,9202.851202411854
Young (<30),40K-80K,Investment,0.68,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.716,0.0
Young (<30),80K-120K,Investment,0.705,4120.630317025651
Mid-Age (30–50),<40K,Investment,0.255,0.0
Senior (50+),40K-80K,Credit Card,0.642,6061.709657503652
Young (<30),40K-80K,Mortgage,0.85,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.767,3687.8821503692943
Young (<30),40K-80K,Investment,0.508,-4747.019658141725
Mid-Age (30–50),80K-120K,Credit Card,1.0,9255.561799480476
Mid-Age (30–50),80K-120K,Investment,0.564,3893.1703976868357
Mid-Age (30–50),80K-120K,Credit Card,0.787,-4827.577079253478
Mid-Age (30–50),80K-120K,Mortgage,1.0,3381.8688292823726
Senior (50+),40K-80K,Chequing Account,0.918,3763.5549244205467
Senior (50+),40K-80K,Chequing Account,0.497,2977.730106582101
Mid-Age (30–50),40K-80K,Credit Card,0.947,4359.145653224108
Young (<30),40K-80K,Credit Card,0.801,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.33,0.0
Senior (50+),40K-80K,Chequing Account,0.746,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.344,0.0
Senior (50+),40K-80K,Chequing Account,0.87,2292.7221014147963
Young (<30),40K-80K,Investment,0.942,7122.831173278337
Senior (50+),<40K,Credit Card,0.477,0.0
Mid-Age (30–50),80K-120K,Credit Card,1.0,8586.138465439351
Mid-Age (30–50),80K-120K,Chequing Account,0.864,-433.74715405225925
Senior (50+),40K-80K,Chequing Account,0.556,5260.491762495452
Senior (50+),80K-120K,Credit Card,0.898,3706.938908427932
Senior (50+),40K-80K,Mortgage,0.739,6913.080873967616
Young (<30),<40K,Mortgage,0.44,4208.990597398182
Mid-Age (30–50),40K-80K,Investment,0.634,5851.279965352323
Senior (50+),40K-80K,Credit Card,0.721,7293.912222781606
Senior (50+),80K-120K,Mortgage,0.747,4263.006870176792
Young (<30),80K-120K,Chequing Account,0.866,0.0
Senior (50+),80K-120K,Chequing Account,0.985,12960.942970854416
Young (<30),40K-80K,Chequing Account,0.659,0.0
Senior (50+),120K–200K,Mortgage,1.0,9483.68080873062
Mid-Age (30–50),40K-80K,Investment,0.648,1835.8382138617653
Senior (50+),40K-80K,Mortgage,0.918,1091.4659909397487
Young (<30),80K-120K,Credit Card,0.77,3855.992375064652
Young (<30),40K-80K,Mortgage,0.438,0.0
Senior (50+),<40K,Mortgage,0.501,0.0
Young (<30),40K-80K,Chequing Account,0.771,4440.483011688726
Mid-Age (30–50),40K-80K,Investment,0.732,4341.635341689776
Senior (50+),80K-120K,Chequing Account,0.62,5075.045576790975
Mid-Age (30–50),40K-80K,Credit Card,0.562,231.18062903624104
Senior (50+),80K-120K,Investment,0.669,-1758.2443042064046
Young (<30),80K-120K,Credit Card,0.981,6971.7105751838535
Young (<30),80K-120K,Chequing Account,1.0,5260.100346127456
Young (<30),40K-80K,Mortgage,0.86,6106.999605577526
Mid-Age (30–50),40K-80K,Credit Card,0.551,8448.463315403736
Senior (50+),80K-120K,Credit Card,0.88,9309.403384879208
Senior (50+),40K-80K,Investment,0.764,10436.45121588402
Senior (50+),80K-120K,Chequing Account,0.86,6805.8357812355825
Mid-Age (30–50),40K-80K,Credit Card,0.506,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.882,10516.461463465834
Senior (50+),80K-120K,Credit Card,0.667,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.711,5399.650646020376
Senior (50+),40K-80K,Mortgage,0.692,0.0
Senior (50+),40K-80K,Chequing Account,0.636,0.0
Senior (50+),40K-80K,Mortgage,0.929,-2344.208920689525
Young (<30),80K-120K,Credit Card,0.666,0.0
Young (<30),80K-120K,Credit Card,1.0,5758.145146200257
Young (<30),80K-120K,Chequing Account,0.527,3015.4988681714494
Mid-Age (30–50),80K-120K,Chequing Account,0.894,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.71,8923.83585345726
Mid-Age (30–50),40K-80K,Investment,0.685,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.605,8219.176797708209
Mid-Age (30–50),40K-80K,Investment,0.509,4197.955868802021
Senior (50+),80K-120K,Investment,0.781,3973.892677205118
Young (<30),40K-80K,Mortgage,0.687,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.712,12124.501892439606
Mid-Age (30–50),120K–200K,Investment,0.777,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.507,0.0
Young (<30),80K-120K,Mortgage,1.0,6596.44933818569
Senior (50+),40K-80K,Investment,0.702,0.0
Senior (50+),80K-120K,Investment,1.0,-1733.2361395398152
Senior (50+),40K-80K,Mortgage,0.899,11596.045701559406
Mid-Age (30–50),40K-80K,Chequing Account,0.86,7145.09037164871
Senior (50+),40K-80K,Mortgage,0.453,0.0
Senior (50+),80K-120K,Investment,0.707,0.0
Senior (50+),40K-80K,Credit Card,0.9,2678.6015784647007
Senior (50+),120K–200K,Mortgage,0.824,-2387.7215759886685
Mid-Age (30–50),40K-80K,Credit Card,0.624,0.0
Young (<30),80K-120K,Investment,0.688,0.0
Senior (50+),<40K,Chequing Account,0.375,8444.33114299947
Senior (50+),40K-80K,Chequing Account,1.0,3146.0049742106476
Senior (50+),<40K,Mortgage,0.253,0.0
Young (<30),40K-80K,Chequing Account,0.636,5192.984860099132
Young (<30),80K-120K,Chequing Account,0.678,3265.4913884910593
Senior (50+),80K-120K,Chequing Account,0.827,1352.3402758117581
Senior (50+),80K-120K,Mortgage,1.0,-556.4805461776568
Young (<30),40K-80K,Credit Card,0.825,0.0
Senior (50+),80K-120K,Chequing Account,1.0,3506.0779426415493
Mid-Age (30–50),80K-120K,Credit Card,1.0,5156.943112390049
Young (<30),40K-80K,Investment,0.759,0.0
Young (<30),80K-120K,Investment,0.822,11011.6537374738
Mid-Age (30–50),40K-80K,Mortgage,0.641,0.0
Mid-Age (30–50),40K-80K,Mortgage,0.911,6398.616516720767
Mid-Age (30–50),80K-120K,Chequing Account,0.747,11356.695869132034
Mid-Age (30–50),80K-120K,Investment,0.886,4844.847816547564
Mid-Age (30–50),40K-80K,Credit Card,0.82,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.851,0.0
Mid-Age (30–50),<40K,Chequing Account,0.601,0.0
Senior (50+),40K-80K,Mortgage,0.705,0.0
Young (<30),80K-120K,Mortgage,1.0,5599.041886792391
Mid-Age (30–50),40K-80K,Chequing Account,0.589,6282.103876135852
Senior (50+),80K-120K,Mortgage,1.0,7659.079962619344
Mid-Age (30–50),40K-80K,Chequing Account,0.865,8894.10779871532
Young (<30),40K-80K,Credit Card,0.609,4416.198647228364
Young (<30),80K-120K,Investment,0.782,5091.411133624801
Mid-Age (30–50),80K-120K,Mortgage,0.706,0.0
Young (<30),40K-80K,Mortgage,0.596,0.0
Senior (50+),40K-80K,Mortgage,0.522,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.752,6219.282850066538
Senior (50+),40K-80K,Credit Card,0.632,0.0
Young (<30),80K-120K,Chequing Account,0.89,9350.813787046967
Senior (50+),40K-80K,Chequing Account,0.407,8668.927717639317
Senior (50+),40K-80K,Investment,0.872,-1560.194393381787
Mid-Age (30–50),40K-80K,Chequing Account,0.835,13401.03327392117
Young (<30),40K-80K,Credit Card,0.854,6985.853183866233
Mid-Age (30–50),80K-120K,Credit Card,1.0,2043.7113791704596
Senior (50+),40K-80K,Mortgage,0.774,10478.215098956733
Mid-Age (30–50),80K-120K,Credit Card,0.902,3115.5149311148944
Senior (50+),40K-80K,Investment,0.561,0.0
Mid-Age (30–50),80K-120K,Credit Card,1.0,6023.168877798493
Senior (50+),80K-120K,Credit Card,1.0,10806.205976660593
Young (<30),40K-80K,Credit Card,0.811,6259.599381963495
Mid-Age (30–50),40K-80K,Chequing Account,0.774,7821.967318425013
Mid-Age (30–50),80K-120K,Mortgage,1.0,-988.977933376163
Mid-Age (30–50),40K-80K,Credit Card,0.595,4697.7662872033325
Senior (50+),80K-120K,Chequing Account,0.922,3005.2254726432693
Senior (50+),40K-80K,Chequing Account,0.49,0.0
Senior (50+),40K-80K,Mortgage,0.601,4742.75622411648
Young (<30),40K-80K,Chequing Account,0.371,0.0
Senior (50+),40K-80K,Chequing Account,0.614,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.732,571.2503364584672
Mid-Age (30–50),80K-120K,Mortgage,0.762,-1939.2371834829528
Young (<30),80K-120K,Chequing Account,1.0,136.02749746865538
Senior (50+),<40K,Chequing Account,0.408,5750.434414801539
Senior (50+),40K-80K,Chequing Account,0.455,6340.3188460423535
Senior (50+),40K-80K,Credit Card,0.868,1581.7256092293628
Senior (50+),40K-80K,Credit Card,0.857,4150.812794245456
Senior (50+),<40K,Mortgage,0.541,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.79,6947.570943181647
Young (<30),<40K,Chequing Account,0.465,0.0
Mid-Age (30–50),80K-120K,Chequing Account,0.815,-3207.504204320534
Senior (50+),80K-120K,Credit Card,0.723,7302.019997727677
Mid-Age (30–50),40K-80K,Credit Card,0.566,0.0
Senior (50+),40K-80K,Credit Card,0.829,7722.274154605528
Senior (50+),40K-80K,Chequing Account,0.869,2759.928898575341
Young (<30),80K-120K,Chequing Account,0.756,-4719.952287907331
Senior (50+),80K-120K,Credit Card,0.93,2820.129974821991
Mid-Age (30–50),80K-120K,Investment,0.852,11605.443667104628
Young (<30),120K–200K,Chequing Account,1.0,4588.801207414428
Mid-Age (30–50),40K-80K,Chequing Account,0.732,-1376.8201392240926
Senior (50+),40K-80K,Investment,0.982,2440.567988617144
Mid-Age (30–50),40K-80K,Credit Card,0.463,1115.9162804244415
Senior (50+),80K-120K,Credit Card,0.796,-4802.5753703194905
Mid-Age (30–50),40K-80K,Chequing Account,0.762,-4727.667113277075
Senior (50+),40K-80K,Mortgage,0.914,6194.684373211348
Young (<30),40K-80K,Mortgage,0.876,0.0
Mid-Age (30–50),40K-80K,Investment,0.317,0.0
Senior (50+),<40K,Credit Card,0.318,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.969,-4797.322759242408
Young (<30),40K-80K,Chequing Account,0.725,5322.863485571526
Senior (50+),40K-80K,Chequing Account,1.0,4863.272540974311
Young (<30),120K–200K,Credit Card,0.912,5797.35908965777
Mid-Age (30–50),80K-120K,Mortgage,0.929,2865.4094818026642
Young (<30),40K-80K,Investment,0.945,4763.470732427775
Senior (50+),80K-120K,Credit Card,0.531,0.0
Senior (50+),80K-120K,Chequing Account,0.818,7824.199076844474
Young (<30),80K-120K,Chequing Account,0.681,0.0
Senior (50+),40K-80K,Investment,0.48,3086.8185341746494
Senior (50+),40K-80K,Chequing Account,0.704,10885.691311674262
Mid-Age (30–50),80K-120K,Mortgage,0.952,2651.486580902275
Senior (50+),40K-80K,Investment,0.605,639.3014914170208
Mid-Age (30–50),80K-120K,Investment,1.0,6454.081055688357
Senior (50+),40K-80K,Chequing Account,0.79,0.0
Young (<30),80K-120K,Chequing Account,0.816,0.0
Mid-Age (30–50),40K-80K,Credit Card,0.77,3139.0351083322175
Senior (50+),80K-120K,Credit Card,0.963,2231.569370424173
Mid-Age (30–50),80K-120K,Credit Card,0.832,9163.242791059332
Senior (50+),40K-80K,Credit Card,0.764,4128.474013135994
Mid-Age (30–50),120K–200K,Investment,0.857,8879.513654388958
Young (<30),80K-120K,Credit Card,0.853,8003.810685358467
Young (<30),40K-80K,Credit Card,0.715,0.0
Senior (50+),80K-120K,Mortgage,0.829,8007.149087802802
Senior (50+),80K-120K,Chequing Account,0.804,0.0
Young (<30),40K-80K,Credit Card,0.51,0.0
Mid-Age (30–50),<40K,Mortgage,0.313,1073.813791728775
Mid-Age (30–50),40K-80K,Credit Card,0.564,1171.300390487524
Mid-Age (30–50),<40K,Mortgage,0.583,0.0
Mid-Age (30–50),40K-80K,Investment,0.852,4307.730272926949
Senior (50+),120K–200K,Credit Card,0.902,5123.376227709125
Young (<30),40K-80K,Mortgage,0.661,9707.017575515812
Senior (50+),<40K,Credit Card,0.512,0.0
Mid-Age (30–50),80K-120K,Investment,0.838,10751.706954506506
Young (<30),80K-120K,Credit Card,0.601,0.0
Senior (50+),80K-120K,Mortgage,0.982,8633.047295426679
Mid-Age (30–50),<40K,Chequing Account,0.37,749.5096840717133
Young (<30),40K-80K,Credit Card,0.849,0.0
Young (<30),40K-80K,Credit Card,0.591,0.0
Mid-Age (30–50),80K-120K,Mortgage,1.0,6013.230536020665
Senior (50+),80K-120K,Chequing Account,0.8,0.0
Young (<30),40K-80K,Mortgage,0.746,5218.5810836021465
Mid-Age (30–50),80K-120K,Mortgage,0.826,0.0
Senior (50+),120K–200K,Chequing Account,1.0,3997.0839448538954
Senior (50+),40K-80K,Credit Card,0.805,10195.644415772165
Senior (50+),80K-120K,Investment,1.0,5086.673543772378
Senior (50+),<40K,Chequing Account,0.557,0.0
Young (<30),40K-80K,Credit Card,0.478,8565.728883494241
Mid-Age (30–50),80K-120K,Mortgage,1.0,9178.105221184162
Mid-Age (30–50),<40K,Chequing Account,0.482,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.746,5.199630096273722
Young (<30),40K-80K,Mortgage,0.701,8326.69793027095
Senior (50+),40K-80K,Chequing Account,0.943,6665.421629476998
Senior (50+),40K-80K,Chequing Account,0.694,9724.081973101209
Senior (50+),40K-80K,Credit Card,0.958,3873.7732879885098
Mid-Age (30–50),80K-120K,Chequing Account,0.807,0.0
Senior (50+),40K-80K,Mortgage,0.452,7953.269476620839
Senior (50+),120K–200K,Mortgage,1.0,5442.88283039015
Young (<30),40K-80K,Credit Card,0.821,2968.0205743456963
Mid-Age (30–50),80K-120K,Chequing Account,0.776,3073.0208904000083
Mid-Age (30–50),80K-120K,Mortgage,0.819,0.0
Young (<30),40K-80K,Chequing Account,0.93,7294.215770239105
Mid-Age (30–50),40K-80K,Investment,0.999,2123.2638275857207
Mid-Age (30–50),40K-80K,Chequing Account,0.725,1477.5320872356624
Mid-Age (30–50),80K-120K,Credit Card,0.807,3069.3695888232687
Young (<30),40K-80K,Chequing Account,0.596,-281.9602186679067
Young (<30),80K-120K,Mortgage,1.0,136.999396791889
Mid-Age (30–50),80K-120K,Mortgage,0.732,0.0
Senior (50+),80K-120K,Mortgage,0.651,2453.8228903229347
Senior (50+),40K-80K,Mortgage,0.822,8885.9966674318
Young (<30),40K-80K,Chequing Account,0.776,1166.0744906161171
Senior (50+),40K-80K,Mortgage,0.623,0.0
Senior (50+),80K-120K,Chequing Account,0.747,8111.3551547896095
Young (<30),40K-80K,Credit Card,0.843,3687.957687076345
Senior (50+),40K-80K,Credit Card,0.361,0.0
Young (<30),80K-120K,Mortgage,0.915,1941.136970715369
Young (<30),40K-80K,Credit Card,0.503,4448.644035381023
Young (<30),40K-80K,Chequing Account,0.649,8731.43662370122
Mid-Age (30–50),40K-80K,Credit Card,0.92,1744.282920847917
Senior (50+),80K-120K,Mortgage,0.684,4797.595854726993
Senior (50+),40K-80K,Credit Card,0.656,-4735.44315240235
Mid-Age (30–50),80K-120K,Mortgage,0.677,9157.288407469216
Mid-Age (30–50),80K-120K,Chequing Account,0.657,0.0
Young (<30),80K-120K,Chequing Account,0.823,0.0
Mid-Age (30–50),40K-80K,Chequing Account,0.852,4137.965581619443
Senior (50+),<40K,Mortgage,0.768,197.47307622772678
Senior (50+),80K-120K,Credit Card,0.982,722.3986601075158
Mid-Age (30–50),80K-120K,Mortgage,1.0,3634.7277340296623
Young (<30),80K-120K,Credit Card,1.0,5359.468092701898
Mid-Age (30–50),80K-120K,Credit Card,0.832,0.0
Senior (50+),40K-80K,Credit Card,0.603,0.0
Mid-Age (30–50),80K-120K,Credit Card,0.912,9916.165933350801
Senior (50+),80K-120K,Chequing Account,1.0,6665.293849865508
Young (<30),40K-80K,Mortgage,0.777,7086.609614182033
Mid-Age (30–50),40K-80K,Credit Card,0.648,5120.154796837427
Mid-Age (30–50),40K-80K,Mortgage,0.386,0.0
Senior (50+),40K-80K,Chequing Account,0.767,5245.621944892549
Senior (50+),<40K,Chequing Account,0.649,0.0
Young (<30),40K-80K,Credit Card,0.91,4343.416662495178
Young (<30),40K-80K,Mortgage,0.473,8530.62335174512
Mid-Age (30–50),40K-80K,Chequing Account,0.588,1632.1254790248522
Senior (50+),80K-120K,Chequing Account,0.771,6933.862288865474
Mid-Age (30–50),80K-120K,Mortgage,0.973,-1573.5695660884685
Young (<30),80K-120K,Mortgage,1.0,2141.9890899536585
Young (<30),<40K,Mortgage,0.28,0.0
